[00:00:00 -> 00:00:02]  Ich weiß, ich hab noch nie in meinem Leben so ein langes YouTube-Video hochgeladen.
[00:16:20 -> 00:16:27]  Sieht dann halt wie folgt aus, man sieht, das ist ganz weit oben und es fällt, aber berührt natürlich auf keinen Fall die X-Achse.
[00:16:27 -> 00:16:30]  Und das gleiche habe ich natürlich auch für unseren zweiten Fallbeispiel gemacht.
[00:16:30 -> 00:16:34]  Habe ich auch wieder Werte eingesetzt für die Funktion f von X gleich E hoch 2,7 mal X.
[00:16:34 -> 00:16:40]  Ich habe dann für X Minus 3 eingesetzt, also E hoch 2,7 mal Minus 3 und habe dann den folgenden Wert erhalten.
[00:16:40 -> 00:16:45]  0,0003 war dann halt das erste Ergebnis und das immer so weiter auch für die anderen Zahlen.
[00:16:45 -> 00:16:47]  Und wisst ihr, was ich auch hier so krass finde?
[00:16:47 -> 00:16:54]  Ich habe einfach mal so aus Langeweile auf Lachkick 8 eingesetzt für X und guckt mal, was ich für eine heftige Zahl erhalten habe, seht ihr das?
[00:16:54 -> 00:16:58]  Und jetzt mache ich das auch mal so wie im letzten Video, ich nenne euch mal so ein Beispiel, so aus dem echten Leben.
[00:16:58 -> 00:17:04]  Und zwar stellt euch einfach mal vor, dieser Graph zeigt jetzt, wie viel Geld ich quasi mit YouTube mache.
[00:17:04 -> 00:17:12]  Wir sagen, die X-Achse sind jetzt die Jahre, in denen ich so YouTube gemacht habe und die Y-Achse zeigt halt, wie viel Geld ich so verdiene.
[00:17:12 -> 00:17:19]  Und dann seht ihr, bei fast 900 Euro habe ich angefangen und bin mit den ganzen Jahren immer weiter nach unten gefallen, immer mehr Minus gemacht.
[00:17:19 -> 00:17:23]  LBK ist Umsatz auf YouTube und hier nehmen wir jetzt Umsatz von Simon Unger.
[00:17:23 -> 00:17:25]  Das hier sind 5.000, komm vorbei, das Geld liegt hier bei mir zu Hause rum.
[00:17:25 -> 00:17:33]  Ihr könnt hier so sehen, in den acht letzten Jahren von Simon Unger auf YouTube hat er einfach so die 2,4 Milliarden, sage ich mal, Euro gemacht.
[00:17:33 -> 00:17:39]  Krass, ne? Versteht ihr jetzt, warum ich mich mal nach Madeira fliege und den ganzen Zelt umarme und anfasse, wenn ihr das da seht?
[00:17:39 -> 00:17:43]  Wann habt ihr jemals diese Zahl gesehen? Höchstens ein Mathebuch bei euch, Wallah, und du wirst es doch lernen.
[00:17:43 -> 00:17:45]  Ist Milliardär.
[00:17:45 -> 00:17:50]  So, jetzt kommen wir zum nächsten Thema und zwar Logarithmusfunktion.
[00:17:50 -> 00:17:53]  Das ist so, äh, warte, voll Sodbrennen gerade bekommen.
[00:17:53 -> 00:18:02]  Als Logarithmus einer Zahl bezeichnet man den Exponenten, mit dem die Basis, also eine festgelegte Zahl potenziert werden muss, um die gegebene Zahl des Nummers zu erhalten.
[00:18:02 -> 00:18:04]  Bruder, was laber ich hier?
[00:18:04 -> 00:18:07]  Logarithmusfunktion, damit veranschaulicht man zum Beispiel so Sachen, wie kennt ihr das?
[00:18:07 -> 00:18:11]  Wenn Erdbeben ist manchmal im Fernsehen, dann zeigen die, wie weit das so ausschlägt und so dies, das.
[00:18:11 -> 00:18:15]  Für sowas benutzt man auch Logarithmusfunktion, um das so ein bisschen genauer so zu veranschaulichen.
[00:18:15 -> 00:18:19]  Wisst ihr so, wie weit gehen diese Erdbeben, das, was, was? Ich zeig euch einfach.
[00:18:19 -> 00:18:25]  Machen wir ein bisschen zur Einführung erst mal Folgendes. Wir schreiben mal b hoch n gleich x.
[00:18:25 -> 00:18:31]  Als erstes solltet ihr hier im Hinterkopf schon mal behalten haben, dass b eine streng positive reelle Zahl ist, die ungleich 1 ist.
[00:18:31 -> 00:18:34]  Und n ist eine reelle Zahl, die hier im Exponenten steht.
[00:18:34 -> 00:18:42]  Und jetzt ist es wichtig, dass unsere Exponenten hier in unserem Fall das n auf unsere Basis b anwenden, um dann folglich auch das x zu erhalten.
[00:18:42 -> 00:18:45]  Und dabei ist x halt eine Variable, beziehungsweise ein gegebener Wert.
[00:18:45 -> 00:18:54]  So und jetzt solltet ihr wissen, dass der Logarithmus so in der Regel einfach nur angibt, wie oft du eine Zahl mit dem selben Faktor multiplizierst.
[00:18:54 -> 00:18:56]  Und das Ganze machen wir jetzt anhand dieses Beispiels.
[00:18:56 -> 00:19:03]  Sagen wir mal, wir haben für die Basis einen Wert gegeben. Nehmen wir mal hier b gleich 6.
[00:19:03 -> 00:19:08]  Und hier würden wir jetzt auch noch absichtlich für unsere x Variable einen festen Wert aussuchen.
[00:19:08 -> 00:19:14]  Nehmen wir mal einfach hier x gleich 1296.
[00:19:14 -> 00:19:23]  Und jetzt ist es unsere Aufgabe zu bestimmen, welcher Wert sich hinter diesem n, beziehungsweise hinter dieser reellen Zahl verbirgt.
[00:19:23 -> 00:19:25]  Was steckt da jetzt im Exponenten?
[00:19:25 -> 00:19:28]  Jetzt wissen wir ja, dass unsere Basis 6 ist.
[00:19:28 -> 00:19:37]  Und jetzt möchten wir wissen, wie oft müsste man den Faktor 6 multiplizieren, um letzten Endes auf dieses Ergebnis zu kommen, auf die 1296.
[00:19:37 -> 00:19:41]  Und wenn wir jetzt mal gucken, kann man auch im Taschenrechner rechnen, also macht euch da keine Sorgen.
[00:19:41 -> 00:19:46]  6 mal 6 mal 6 mal 6.
[00:19:46 -> 00:19:50]  Jetzt könnt ihr ganz einfach zählen, wie oft wurde hier die 6 verwendet?
[00:19:51 -> 00:19:56]  Die 6 wurde also 4 mal verwendet, um letztlich auf 1296 zu kommen.
[00:19:56 -> 00:19:59]  So und jetzt wollen wir wissen, wie können wir das Ganze zusammenfassen.
[00:19:59 -> 00:20:01]  Da haben wir ja folgende Informationen mittlerweile.
[00:20:01 -> 00:20:05]  Wir haben die Basis 6 und wissen jetzt, dass das 4 mal verwendet wurde.
[00:20:05 -> 00:20:09]  Und dann machen wir ganz einfach folgendes. 6 hoch 4.
[00:20:09 -> 00:20:14]  Und somit haben wir dann heraus, dass die Basis jetzt 6 ist, wie wir auch schon vorhin wussten.
[00:20:14 -> 00:20:16]  Aber jetzt haben wir auch noch den Exponenten herausgefunden.
[00:20:16 -> 00:20:19]  Und das ist in diesem Fall die Zahl 4.
[00:20:19 -> 00:20:22]  So und jetzt tragen wir einfach mal unsere ganzen Informationen hier zusammen.
[00:20:22 -> 00:20:25]  Da haben wir jetzt herausbekommen, dass das Ganze so aussieht.
[00:20:25 -> 00:20:32]  Was wir jetzt wissen, ist ja, dass das hier unsere Basis ist, die ja am Anfang jetzt schon festgelegt wurde in unserem Fall.
[00:20:32 -> 00:20:35]  Das hier ist unser Exponent.
[00:20:35 -> 00:20:41]  Und das hier ist jetzt die Variable x gewesen, also den Wert, den wir jetzt für die Variable gewählt haben.
[00:20:41 -> 00:20:47]  Und jetzt solltet ihr noch folgende Dinge euch einfach mal grundsätzlich so merken.
[00:20:47 -> 00:20:49]  Wenn wir über eine Basis sprechen.
[00:20:49 -> 00:20:56]  Und zwar gilt immer zuerst folgendes, was ich ja auch schon gerade gesagt hatte, dass die Basis Element aller positiv reellen Zahlen ist.
[00:20:56 -> 00:20:59]  Außer 0 und 1.
[00:20:59 -> 00:21:06]  Und wenn wir jetzt zurückdenken, fällt uns auf, dass das Gleiche im Grunde genommen auch für die Exponentialfunktion galt mit der Basis a.
[00:21:06 -> 00:21:12]  Da hatten wir ja auch gesagt, dass alle positiven reellen Zahlen zulässig sind, außer 0 und 1.
[00:21:12 -> 00:21:17]  So und jetzt die mathematische Schreibweise vom Logarithmus sieht dann jetzt in unserem Fall wie folgt aus.
[00:21:17 -> 00:21:23]  Logarithmus zu der Basis 6 von der Zahl 1296, das war ja hier unser x-Wert, den wir hatten.
[00:21:23 -> 00:21:27]  Gleich Logarithmus zur Basis 6 von der Zahl 6 hoch 4.
[00:21:27 -> 00:21:31]  Das Ergebnis ist im Grunde genommen das, was hier dann im Exponenten steht.
[00:21:31 -> 00:21:32]  Also die 4.
[00:21:32 -> 00:21:37]  Und jetzt die allgemeine Schreibweise zu der Logarithmusfunktion zur Basis b sieht wie folgt aus.
[00:21:37 -> 00:21:39]  Ich mache euch hier so ein Pfeil hin.
[00:21:39 -> 00:21:44]  f von x ist gleich Logarithmus zur Basis b von einer Variable x.
[00:21:44 -> 00:21:47]  So und jetzt haben wir uns mal hier unser Wissen aufgeschrieben.
[00:21:47 -> 00:21:53]  Wir haben ja hier stehen, f von x gleich Logarithmus zur Basis b von x.
[00:21:53 -> 00:22:00]  Und dabei gilt folgende Bedingung, dass nämlich b Element aller positiven reellen Zahlen ist, außer 0 und 1.
[00:22:00 -> 00:22:05]  So und dann habe ich jetzt hier, wie ich es auch bei der Exponentialfunktion gemacht habe, wieder so zwei Fälle aufgeschrieben.
[00:22:05 -> 00:22:07]  Einfach damit das vielleicht so überschaubarer für euch ist.
[00:22:07 -> 00:22:09]  Wir machen jetzt erstmal hier diese Seite.
[00:22:09 -> 00:22:11]  Das ist der erste Fall, den ich aufgeschrieben habe.
[00:22:11 -> 00:22:14]  Da haben wir gesagt, dass b größer 0 ist und kleiner 1.
[00:22:14 -> 00:22:18]  Sprich, alles was b annehmen darf, liegt zwischen 0 und 1.
[00:22:18 -> 00:22:21]  Beziehungsweise das b sieht dann halt so aus, 0, irgendeine Zahl.
[00:22:21 -> 00:22:23]  Und hier habe ich dann so ein paar Beispiele aufgeschrieben.
[00:22:23 -> 00:22:26]  Logarithmus zur Basis 1,5 von x.
[00:22:26 -> 00:22:29]  Einmal dann Logarithmus zur Basis 1,6 von x.
[00:22:29 -> 00:22:32]  Und einmal Logarithmus zur Basis 2,3 von x.
[00:22:32 -> 00:22:36]  Und dann solltet ihr eigentlich folgendes schon direkt bemerken, wenn ihr das Koordinatensystem jetzt betrachtet.
[00:22:36 -> 00:22:39]  Die Funktion verläuft von oben nach unten.
[00:22:39 -> 00:22:44]  Und dabei seht ihr, dass alle Funktionen hier immer die x-Achse beim Wert 1 schneiden.
[00:22:44 -> 00:22:48]  Völlig egal, ob ich jetzt die Basis 1,5 habe, 1,6 oder 2,3.
[00:22:48 -> 00:22:51]  So und jetzt sind wir hier bei unserem zweiten Fall.
[00:22:51 -> 00:22:54]  Hier habe ich aufgeschrieben, dass b größer 1 ist.
[00:22:54 -> 00:22:58]  Und wir betrachten jetzt einfach hier die drei bekanntesten Logarithmusfunktionen,
[00:22:58 -> 00:23:03]  die auch so am häufigsten in verschiedenen Bereichen des Lebens angewendet werden.
[00:23:03 -> 00:23:06]  Da habe ich hier als erstes einmal für die Basis den Wert e.
[00:23:06 -> 00:23:08]  Dann haben wir hier folgendes stehen.
[00:23:08 -> 00:23:10]  Logarithmus zur Basis e von x.
[00:23:10 -> 00:23:12]  Das wäre dann halt der natürliche Logarithmus.
[00:23:12 -> 00:23:15]  Dann haben wir noch hier einmal Basis 10.
[00:23:15 -> 00:23:17]  Das wäre dann Logarithmus zur Basis 10 von x.
[00:23:17 -> 00:23:19]  Das wäre der sogenannte 10er Logarithmus.
[00:23:19 -> 00:23:21]  Und dann haben wir noch hier die Basis 2.
[00:23:21 -> 00:23:24]  Beziehungsweise Logarithmus zur Basis 2 von x.
[00:23:24 -> 00:23:28]  Und das wäre der sogenannte 2er Logarithmus oder auch bekannt als Binärer Logarithmus.
[00:23:28 -> 00:23:33]  Und wenn wir das Ganze jetzt hier in unserem Koordinatensystem wieder versuchen zu veranschaulichen.
[00:23:33 -> 00:23:35]  Ich habe es hier als skizziert ganz grob.
[00:23:35 -> 00:23:39]  Dann fällt uns jetzt diesmal auf, dass im Gegensatz zu dem was wir zuvor hatten,
[00:23:39 -> 00:23:42]  dass der Graph hier von unten nach oben verläuft.
[00:23:42 -> 00:23:46]  Und dass es völlig egal ist wieder welche Basis wir jetzt hier verwenden.
[00:23:46 -> 00:23:50]  Wir sehen aber, dass die Funktionen die x-Achse beim Wert 1 schneiden.
[00:23:50 -> 00:23:52]  Wir haben ja gesagt, dass wir drei Varianten betrachten.
[00:23:52 -> 00:23:55]  Und hier sind wir jetzt bei dem ersten von denen.
[00:23:55 -> 00:23:57]  Und das ist halt der natürliche Logarithmus.
[00:23:57 -> 00:23:59]  Hier wird die Basis gleich dem Wert e.
[00:23:59 -> 00:24:01]  So jetzt schreibe ich das Ganze mal auf.
[00:24:01 -> 00:24:06]  f von x gleich Logarithmus zur Basis e von x.
[00:24:06 -> 00:24:11]  Und eine andere Schreibweise dafür ist noch ln von x.
[00:24:11 -> 00:24:16]  So und Wissenschaftler haben das Ganze halt einfach so entwickelt, dass man das mit ln von x quasi abkürzt.
[00:24:16 -> 00:24:20]  Weil damit man nicht halt immer schreiben muss, Logarithmus zur Basis e von x.
[00:24:20 -> 00:24:22]  Dann hat man das hier einfach in der kürzeren Version aufgeschrieben.
[00:24:22 -> 00:24:26]  Ich habe euch ja vorhin gesagt, dass die Graphen die x-Achse beim Wert 1 schneiden.
[00:24:26 -> 00:24:30]  Und jetzt denkt man sich bestimmt so, ja hast du uns gesagt, aber warum ist das eigentlich so?
[00:24:30 -> 00:24:34]  Guck mal, ich habe ja gerade gesagt, dass unsere Basis, die wir jetzt hier haben, e ist.
[00:24:34 -> 00:24:37]  Wir haben jetzt hier zum Beispiel Logarithmus zur Basis e von 1.
[00:24:37 -> 00:24:42]  Und da haben wir schon direkt so eine Regel, die wir kennengelernt haben, die uns auch jetzt in den Sinn kommen sollte.
[00:24:42 -> 00:24:47]  Wir wissen jetzt direkt, dass immer etwas hoch 0 letzten Endes 1 ergibt.
[00:24:47 -> 00:24:49]  Deswegen habe ich schon auch wie folgt hingeschrieben.
[00:24:49 -> 00:24:54]  Logarithmus zur Basis e, e ist ja die eulerische Zahl 2,72, den Wert, den wir ja schon mittlerweile kennen.
[00:24:54 -> 00:25:01]  Jetzt haben wir dann hier Logarithmus zur Basis e von und die 1 haben wir dann letzten Endes ersetzt durch e hoch 0.
[00:25:01 -> 00:25:06]  Und folglich das, was halt hier im Exponenten steht, ist dann das Ergebnis, also 0.
[00:25:06 -> 00:25:10]  So Leute, ich habe jetzt mal versucht, das Ganze in einem Koordinatensystem zu veranschaulichen.
[00:25:10 -> 00:25:13]  Aber dazu habe ich natürlich wie immer meine Wertetabelle aufgeschrieben.
[00:25:13 -> 00:25:19]  Und wie ihr direkt schon mit ablesen könnt, seht ihr, wenn ich für den x-Wert 1 eingesetzt habe,
[00:25:19 -> 00:25:22]  habe ich da den dazugehörigen Funktionswert 0 erhalten.
[00:25:22 -> 00:25:24]  Das kann man auch dann hier ran sehen.
[00:25:24 -> 00:25:26]  x wird eingesetzt, 0 als Funktionswert erhalten.
[00:25:26 -> 00:25:29]  Gleiches dann auch wieder gemacht, dann habe ich mal für x e eingesetzt.
[00:25:29 -> 00:25:32]  Und wie ihr wisst, e ist ja die eulerische Zahl 2,72.
[00:25:32 -> 00:25:34]  Auf jeden Fall habe ich ja dann für den x-Wert einmal e eingesetzt.
[00:25:34 -> 00:25:38]  Und dafür habe ich dann halt den Funktionswert 1 erhalten, wie ihr hier sehen könnt.
[00:25:38 -> 00:25:41]  Dann habe ich hier einmal für den x-Wert e hoch 2 angewendet.
[00:25:41 -> 00:25:48]  Also ihr wisst ja, eulerische Zahl 2,72 und das zum Quadrat wären dann 7,37, habe ich auch da aufgeschrieben.
[00:25:48 -> 00:25:51]  Und da habe ich dann den dazugehörigen Funktionswert erhalten.
[00:25:51 -> 00:25:53]  Und das war in meinem Fall 2.
[00:25:53 -> 00:25:55]  Demnach könnt ihr auch sehen, wie der Graph verläuft.
[00:25:55 -> 00:26:01]  Er verläuft von unten, schneidet hier mal die x-Achse und verläuft weiter immer wieder nach oben ins Positiv.
[00:26:01 -> 00:26:04]  Darum schneidet die Funktion die x-Achse beim Wert 1.
[00:26:04 -> 00:26:06]  Man sieht es halt einfach hier in der Wertetabelle.
[00:26:06 -> 00:26:09]  Wenn man für x 1 einsetzt, erhält man den Funktionswert 0.
[00:26:09 -> 00:26:14]  Oah, vom Himmel zurück, es geht weiter.
[00:26:14 -> 00:26:20]  So Leute, jetzt kommen wir nämlich zum nächsten Step, bzw. zum zweiten Typ, mit dem wir uns befassen.
[00:26:20 -> 00:26:25]  Das ist der Zehner-Logarithmus und in diesem Fall ist unsere Basis gleich 10.
[00:26:25 -> 00:26:29]  Und das Ganze mathematisch aufgeschrieben sieht wieder mal wie folgt aus.
[00:26:29 -> 00:26:34]  Logarithmus zur Basis 10 von x.
[00:26:34 -> 00:26:37]  Jetzt schreiben wir eine sehr wichtige Regel auf, die man sich merken sollte.
[00:26:37 -> 00:26:46]  Logarithmus zur Basis 10 von 1 gleich Logarithmus zur Basis 10 von 10 hoch 0.
[00:26:46 -> 00:26:49]  Und letzten Endes erhalten wir dann das Ergebnis 0.
[00:26:49 -> 00:26:53]  Die Potenz ist ja hier in unserem Fall 0 und demnach auch ist das dann letztendlich unser Ergebnis.
[00:26:53 -> 00:26:56]  Wir hatten ja jetzt hier das Beispiel mit dem Logarithmus zur Basis 10.
[00:26:56 -> 00:27:02]  Aber merkt euch einfach so allgemein, der Logarithmus zu egal welcher Basis von 1 ergibt immer 0.
[00:27:02 -> 00:27:04]  Das könnt ihr euch grundsätzlich einfach so merken.
[00:27:04 -> 00:27:07]  Also auf jeden Fall habe ich jetzt mal wieder hier das gängige gemacht, was ihr immer von mir kennt.
[00:27:07 -> 00:27:12]  Ich habe erstmal alles in die Wertetabelle eingetragen und habe dann daraufhin hier ein Koordinatensystem aufgezeichnet.
[00:27:12 -> 00:27:18]  Wie ihr sehen könnt, habe ich hier für den Wert x 1 eingesetzt und habe dann den Funktionswert 0 erhalten.
[00:27:18 -> 00:27:23]  Sprich der Logarithmus zur Basis 10 von 1 wäre in dem Fall 0.
[00:27:23 -> 00:27:25]  Und das Ganze habe ich natürlich auch hier eingetragen, wie ihr sehen könnt.
[00:27:25 -> 00:27:29]  Den x-Wert eingesetzt und hier dann den dazugehörigen Funktionswert 0 erhalten.
[00:27:29 -> 00:27:32]  Und das gleiche habe ich natürlich auch für 5 gemacht, habe den x-Wert 5 eingesetzt.
[00:27:32 -> 00:27:38]  Also sprich Logarithmus zur Basis 10 von 5 und habe dann den Funktionswert 0,69 erhalten.
[00:27:38 -> 00:27:44]  Wie ihr sehen könnt, 5 eingesetzt, 0,69 erhalten und dann letzten Endes noch den Wert 10 für x eingesetzt.
[00:27:44 -> 00:27:49]  Also Logarithmus zur Basis 10 von 10 und habe dann den Wert 1 erhalten.
[00:27:49 -> 00:27:53]  Und wie wir sehen können, verläuft der Graph einfach von unten nach oben.
[00:27:53 -> 00:27:58]  Und was wir auch noch anmerken müssen, wir sehen, dass hier der Graph keinesfalls die y-Achse schneidet.
[00:27:58 -> 00:28:01]  Er nähert sich ihr wirklich immer nur an.
[00:28:01 -> 00:28:05]  Also ich würde so weit gehen, dass er sich nur so ein bisschen an der Reibe würde, wie ich an meinen Matratzen immer nachts.
[00:28:05 -> 00:28:10]  Jetzt kommen wir zum letzten Typen, das ist der sogenannte binäre Logarithmus oder auch bekannt als der Zweierlogarithmus.
[00:28:11 -> 00:28:19]  Sprich wir haben hier Basis gleich 2 und so einen binären Logarithmus verwendet man in der Realität zur Analyse von Zeitkomplexität von Algorithmen.
[00:28:19 -> 00:28:23]  Und die Funktion lautet wie folgt, f von x gleich Logarithmus zur Basis 2 von x.
[00:28:23 -> 00:28:27]  Die andere Schreibweise dafür ist noch die folgende lb von x.
[00:28:27 -> 00:28:32]  Das ist halt so eine selten verwendete Schreibweise in der Schule, aber einfach kann ja nicht schaden das zu wissen.
[00:28:32 -> 00:28:34]  Und jetzt schreibe ich mal hier so eine Regel auf.
[00:28:34 -> 00:28:41]  Logarithmus zur Basis 2 von 1 ist gleich Logarithmus zur Basis 2 von 2 hoch 0.
[00:28:41 -> 00:28:47]  Und wie wir hier sehen ist der Logarithmus zur Basis 2 von 1 0 und das könnt ihr hier daran sehen, dass der Wert aus der Potenz kommt.
[00:28:47 -> 00:28:53]  Jetzt habe ich auf jeden Fall wieder hier versucht das Ganze in ein Koordinatensystem einzuzeichnen mit Hilfe meiner Wertetabelle.
[00:28:53 -> 00:28:57]  Und wie ihr direkt sehen könnt, wenn x den Wert 1 annimmt, dann ist der Funktionswert 0.
[00:28:57 -> 00:29:02]  Dann habe ich das gleiche natürlich auch für Logarithmus zur Basis 2 von 2 gemacht.
[00:29:02 -> 00:29:05]  Und in dem Fall habe ich dann halt den Funktionswert 1 erhalten.
[00:29:05 -> 00:29:08]  Wie ihr auch hier erkennen könnt, 2 eingesetzt 1 erhalten.
[00:29:08 -> 00:29:10]  Das könnt ihr euch auch noch hier herleiten.
[00:29:10 -> 00:29:13]  Ihr seht ja eigentlich Logarithmus zur Basis 2 von 2 hoch 1.
[00:29:13 -> 00:29:16]  Deswegen erhält man auch hier den Funktionswert 1.
[00:29:16 -> 00:29:20]  Und dann habe ich letzten Endes nochmal 4 Logarithmus zur Basis 2 von 4.
[00:29:20 -> 00:29:21]  Das könnt ihr ja hier sehen.
[00:29:21 -> 00:29:25]  Hier hatten wir für x den Wert 4 und demnach kam der Funktionswert 2 raus.
[00:29:25 -> 00:29:31]  Und was wir hier sehen, der Graph der Funktion verläuft von unten nach oben und schneidet wieder hier die x-Achse beim Wert 1.
[00:29:31 -> 00:29:33]  Wie wir es jetzt auch bei den ganzen anderen Funktionen hatten.
[00:29:33 -> 00:29:35]  Und dann sehen wir halt auch, er verläuft weiter nach oben.
[00:29:35 -> 00:29:40]  Und wieder hier ist auch anzumerken, dass er keinesfalls die x-Achse schneidet.
[00:29:40 -> 00:29:42]  So jetzt kommen wir schon zum Ende dieses Videos.
[00:29:42 -> 00:29:46]  Und der letzte Fall mit dem wir uns jetzt befassen bzw. der letzten Funktionstypen mit dem wir uns jetzt hier auseinandersetzen.
[00:29:46 -> 00:29:52]  Das sind die trigonometrischen Funktionen bzw. auch Kreisfunktionen oder Winkelfunktionen genannt.
[00:29:52 -> 00:29:57]  Das sind einfach Funktionen bei denen eine Variable bzw. x einfach das Maß für den Winkel ist.
[00:29:57 -> 00:30:07]  Diese Funktionstypen ermöglichen uns das Verhältnis von der Länge der Seiten von Dreiecken in Abhängigkeit der Messung von Winkelwerten an den Eckpunkten zu verbinden.
[00:30:07 -> 00:30:14]  Und das heißt so im Allgemeinen sind trigonometrische Funktionen einfach wichtig für die Untersuchung von so Dreiecken oder Polygonen.
[00:30:14 -> 00:30:18]  Und allgemein auch so für so periodische Phänomene was man so aus der Realität kennt.
[00:30:18 -> 00:30:21]  Zum Beispiel jetzt so Schallwellen, elektromagnetische Wellen und sowas.
[00:30:21 -> 00:30:26]  Natürlich gibt es auch noch so weitere wie zum Beispiel Cotangents, Sekants und Kosekants.
[00:30:26 -> 00:30:29]  Aber die werden wir jetzt hier nicht besprechen weil wohin das macht man glaube ich nichtmals im Bachelorstudium richtig.
[00:30:29 -> 00:30:32]  Wir beschränken uns jetzt einfach nur auf Kosinus, Sinus und Tangents.
[00:30:32 -> 00:30:34]  Fangen wir an mit der Kosinusfunktion.
[00:30:34 -> 00:30:37]  Die Kosinusfunktion ist eine gerade mathematische Funktion eines Winkels.
[00:30:37 -> 00:30:40]  Jetzt fragt ihr euch bestimmt hä was ist eine gerade Funktion?
[00:30:40 -> 00:30:44]  Es ist einfach wenn f von x gleich f von minus x ist.
[00:30:44 -> 00:30:50]  Beispiel Kosinus von Pi gleich Kosinus von minus Pi gleich minus 1.
[00:30:50 -> 00:30:54]  Beide zusammen haben den selben Funktionswert in diesem Fall gleich minus 1.
[00:30:54 -> 00:31:00]  Aber auf diese Eigenschaften von Funktionen werden wir genauer eingehen sobald wir dann über so Themen wie Kurvendiskussion sprechen.
[00:31:00 -> 00:31:06]  Weil da wird das dann wichtig sein dass sie so zum Beispiel die Spiegelung des Graphen, dieses Symmetrieverhalten und so bestimmt.
[00:31:06 -> 00:31:08]  Aber das machen wir dann wie gesagt erst im nächsten Video.
[00:31:08 -> 00:31:11]  Jetzt fokussieren wir uns einfach auf Kosinus an sich.
[00:31:11 -> 00:31:14]  Und was ihr jetzt über den Kosinus wissen solltet ist folgendes.
[00:31:14 -> 00:31:21]  Und zwar in einem rechtwinkligen Dreieck ist der Kosinus von einem Winkel das Verhältnis der Länge der benachbarten Kante zur Länge der Hypotenuse.
[00:31:21 -> 00:31:24]  Vielleicht hat das gerade so ein bisschen euren Kopf gebärbelt aber ich erkläre euch das ein bisschen besser.
[00:31:24 -> 00:31:25]  Ich versuche das zu veranschaulichen.
[00:31:25 -> 00:31:27]  Guck mal stellt euch vor rechtwinkliges Dreieck.
[00:31:27 -> 00:31:29]  Da meine ich jetzt zum Beispiel den hier.
[00:31:29 -> 00:31:30]  Kennt ihr den?
[00:31:30 -> 00:31:31]  Losers.
[00:31:31 -> 00:31:33]  Guck mal jetzt hier ist das aufgezeichnet.
[00:31:33 -> 00:31:36]  Und zwar seht ihr das ist jetzt ein rechtwinkliges Dreieck.
[00:31:36 -> 00:31:38]  Ganz einfach ein Tipp den ihr euch grundsätzlich merken könnt.
[00:31:38 -> 00:31:41]  Ihr seht hier den 90 Grad Winkel.
[00:31:41 -> 00:31:45]  Und das was gegenüber von dem 90 Grad Winkel ist, ist immer die Hypotenuse.
[00:31:45 -> 00:31:48]  Sprich die längste Seite des Dreiecks.
[00:31:48 -> 00:31:51]  Und jetzt habe ich mal hier aufgeschrieben wie man den Kosinus von einem Winkel bestimmt.
[00:31:51 -> 00:31:52]  Und das sieht wie folgt aus.
[00:31:52 -> 00:31:54]  Wir wollen den Kosinus von einem bestimmten Winkel haben.
[00:31:54 -> 00:32:00]  Und das ist gleich benachbarte Kante durch Hypotenuse gleich Ankathete des Winkels durch die Hypotenuse.
[00:32:00 -> 00:32:06]  Und damit ihr auch das versteht muss ich euch das jetzt mal hier erklären anhand dieses Dreiecks.
[00:32:06 -> 00:32:09]  Weil es ist ganz wichtig das ihr das Dreieck an sich auch versteht.
[00:32:09 -> 00:32:10]  So hier haben wir ja ein Dreieck.
[00:32:10 -> 00:32:14]  Das heißt wir haben ja drei Winkel und demnach auch drei Kanten.
[00:32:14 -> 00:32:15]  Das ist Kante 1.
[00:32:15 -> 00:32:16]  Das ist Kante 2.
[00:32:16 -> 00:32:17]  Und das ist Kante 3.
[00:32:17 -> 00:32:21]  Jetzt möchten wir ja den Kosinus von dem Winkel A bestimmen.
[00:32:21 -> 00:32:23]  Da machen wir folgendes.
[00:32:23 -> 00:32:25]  Wir schreiben das erstmal auf was wir überhaupt machen möchten.
[00:32:25 -> 00:32:29]  Wir möchten den Kosinus vom Winkel A bestimmen.
[00:32:29 -> 00:32:33]  Ich mache hier so dieses Zeichen damit ihr wisst das ist das Zeichen für Winkel.
[00:32:33 -> 00:32:34]  Gleich.
[00:32:34 -> 00:32:36]  Jetzt stellt sich die erste Frage.
[00:32:36 -> 00:32:38]  Was ist denn überhaupt was?
[00:32:38 -> 00:32:40]  Also was ist denn jetzt die benachbarte Kante?
[00:32:40 -> 00:32:42]  Wir haben jetzt hier den Winkel A.
[00:32:42 -> 00:32:44]  Wir möchten wissen wie ist dieser Winkel A zustande gekommen?
[00:32:44 -> 00:32:48]  Wenn wir das genauer betrachten dann sehen wir hier und hier.
[00:32:48 -> 00:32:52]  Das heißt diese beiden Kanten bilden diesen Winkel A.
[00:32:52 -> 00:32:55]  Der Winkel A wird aus Kante 1 und Kante 2 gebildet.
[00:32:55 -> 00:32:57]  Jetzt gibt es aber so eine kleine Regelung.
[00:32:57 -> 00:33:01]  Eine Hypotenuse dürfen wir grundsätzlich nicht dazu zählen.
[00:33:01 -> 00:33:04]  Weil eine Hypotenuse grundsätzlich keine benachbarte Kante sein kann.
