[00:00:00 -> 00:00:15]  ¿Qué es la teoría de la información?
[00:41:45 -> 00:41:47]  ¿Qué podría reducir a una?
[00:41:48 -> 00:41:55]  Por extensión, cada pregunta adicional le permite adquirir hasta un bit más de información y por lo tanto puede duplicar el número inicial de palabras.
[00:41:56 -> 00:42:10]  En principio, un juego de cuarenta preguntas le permite adquirir cuarenta bits de información, permitiéndote encontrar una entre dos a la cuarenta.
[00:42:10 -> 00:42:16]  Dos a la cuarenta, que es aproximadamente diez a la doce.
[00:42:17 -> 00:42:22]  Bueno, entonces veamos acá el primer caso.
[00:42:23 -> 00:42:31]  Si convertimos los bits a veintiún preguntas o veintiún decisiones, corremos esto.
[00:42:32 -> 00:42:37]  Estamos hablando de dos millones noventa y siete mil ciento cincuenta y dos.
[00:42:40 -> 00:42:44]  Que es el doble de un millón.
[00:42:46 -> 00:42:51]  El doble que el valor anterior, que era aproximadamente un millón, ahora tenemos dos millones.
[00:42:54 -> 00:43:07]  Y si tienen esto a cuarenta, tienen este número.
[00:43:11 -> 00:43:15]  Un trillo.
[00:43:16 -> 00:43:22]  Y nos dice que dos a la cuarenta es casi igual a diez a la doce.
[00:43:23 -> 00:43:28]  Bueno, aquí podemos agregar una celda acá abajo.
[00:43:29 -> 00:43:37]  Una variable z1 que es igual a dos elevado a la cuarenta.
[00:43:38 -> 00:43:44]  Y una variable z2 que es igual a diez elevado a la doce.
[00:43:45 -> 00:43:48]  Imprimimos z1.
[00:43:49 -> 00:43:52]  Imprimimos z2.
[00:43:55 -> 00:43:58]  Corremos esto.
[00:44:00 -> 00:44:06]  Bueno, aproxima aproximadamente los dos a un trillón.
[00:44:07 -> 00:44:14]  En términos del ejemplo de navegación, cuarenta bits le permitirán navegar por cuarenta bifurcaciones en la carretera.
[00:44:15 -> 00:44:22]  Y por lo tanto le permitirán elegir una de aproximadamente un trillón de rutas posibles.
[00:44:23 -> 00:44:28]  Así que la próxima vez que llegue a su destino después de un viaje que involucró cuarenta decisiones,
[00:44:29 -> 00:44:36]  recuerda que ha evitado llegar a un trillón menos uno de destinos incorrectos.
[00:44:38 -> 00:44:50]  Esta es la bibliografía, el libro, Information Theory, Tutorial Introduction, Third Edition, de Stone.
[00:44:52 -> 00:44:54]  Muchas gracias.
[00:45:07 -> 00:45:10]  Subtítulos realizados por la comunidad de Amara.org
