[00:00:00 -> 00:00:02]  Coming up on Garden Talk.
[00:25:40 -> 00:25:48]  Most people don't realize that ectomycorrhizae can even infect short-day flowering plants or the medicinal plants people like to grow.
[00:25:48 -> 00:25:57]  It just doesn't have enough time to get in there and start to build up that network where the endomycorrhizae is actually the one that is able to do stuff in there.
[00:25:58 -> 00:26:02]  But those have been buzzwords and don't really do that much in my opinion.
[00:26:02 -> 00:26:12]  Bacillus are really the like main turn-on effect for root growth promotion in the soil where they're able to make like endogenously inside of themselves.
[00:26:12 -> 00:26:19]  IBA to help plants root out and get more root shoots and secondary and tertiary rooting.
[00:26:19 -> 00:26:23]  So it has like exponentially more root tips to be able to absorb nutrition from.
[00:26:24 -> 00:26:25]  Bacillus are really cool.
[00:26:26 -> 00:26:31]  They're also really easy to start selecting for different environments that you want them to be able to persist better in.
[00:26:32 -> 00:26:34]  And then my favorite fact about them.
[00:26:35 -> 00:26:41]  It's all called a consortia when you have like a population of different microorganisms.
[00:26:41 -> 00:26:46]  And when you have the right proportions of the right ones you get an effect.
[00:26:46 -> 00:26:51]  It's like much more than the sum of their parts where it's not just like an additive effect where they're going together.
[00:26:52 -> 00:26:59]  It's like exponentially making it better and able to have a more turn-on effect for the plant.
[00:26:59 -> 00:27:01]  What about Geobacillus?
[00:27:01 -> 00:27:04]  So that's one I'm not super familiar with.
[00:27:05 -> 00:27:14]  I know that it was discovered inside of like geysers or hot water vents like at the bottom of the seabed where these Bacillus.
[00:27:14 -> 00:27:23]  I don't think they have too much use in plants just where they're like preferred environment is over like 95 Celsius.
[00:27:23 -> 00:27:26]  So like right near the boiling point of water.
[00:27:27 -> 00:27:28]  But really cool microbes.
[00:27:29 -> 00:27:37]  I know in industry they're going to start to use those a lot more just be in the type of applications that they're in like higher heat environments and stuff.
[00:27:38 -> 00:27:41]  And I think they also live in like your hot water heater.
[00:27:41 -> 00:27:53]  They'll find them in a hot water heater sometimes just because it's a place where it's like right around a hundred degrees Celsius all the time and they are basically the only thing that lives in that type of environment and can thrive there.
[00:27:54 -> 00:27:55]  What about Glowmus?
[00:27:55 -> 00:27:57]  I see that on a lot of products.
[00:27:57 -> 00:27:59]  So Glowmus is mycorrhizae.
[00:28:00 -> 00:28:02]  So there's an endo and an ecto form of it.
[00:28:02 -> 00:28:06]  Ecto is on the outside of the root and grows like out into the soil.
[00:28:06 -> 00:28:10]  And in an effect, it does exponentially increase the surface area of the soil.
[00:28:10 -> 00:28:13]  It helps the plant deal with environmental stresses better.
[00:28:14 -> 00:28:20]  Just endogenously it is able to kind of handle those stresses better.
[00:28:20 -> 00:28:35]  The microbes can help elicit a like acquired resistance response from the plant where it knows like, hey, I need to close up my pores because I need to conserve water in like a time of drought.
[00:28:36 -> 00:28:36]  They're pretty cool.
[00:28:37 -> 00:28:46]  Again, so like CFUs just kind of going back to that when somebody's, you know, this right here has, you know, 6.4 CFUs per gram.
[00:28:47 -> 00:28:48]  Just the more the better, huh?
[00:28:48 -> 00:28:50]  Like can you overdo mycorrhizae at all?
[00:28:50 -> 00:28:51]  The more the better.
[00:28:52 -> 00:28:54]  Generally, no, you're not going to be able to overdo it.
[00:28:55 -> 00:28:58]  I mean, I guess you could in a like financial sense.
[00:28:58 -> 00:28:58]  Yeah, okay.
[00:28:58 -> 00:29:01]  Where you're just throwing money away at some point.
[00:29:02 -> 00:29:10]  I generally don't think of the mycorrhizae that's in most microbial products as being something that's really doing all that much.
[00:29:10 -> 00:29:15]  Just because you have to get it on super early in the growth of the plant when there's not that many roots.
[00:29:16 -> 00:29:19]  So that it is able to grow alongside the root as it grows.
[00:29:20 -> 00:29:33]  In microbial inoculants and in microbiology and soils, the bacillus and the different types of trichoderma fungi that can be in there are going to be the ones that are doing the majority of the work for everything while mycorrhizae gets all the fame.
[00:29:33 -> 00:29:43]  Now, mycorrhizae, I heard that it's a lot like significantly less effective watering in mycorrhizae versus sprinkling onto the roots.
[00:29:44 -> 00:29:47]  Oh, most definitely.
[00:29:47 -> 00:29:57]  That's one of the things a lot of people don't realize with it is that for that colony forming unit to be able to actually infect a root, a root has to come in direct contact with it.
[00:29:58 -> 00:30:00]  It can't just pass by it or anything.
[00:30:00 -> 00:30:03]  It has to directly make contact with the root.
[00:30:03 -> 00:30:07]  That's why with recharge, water is always the carrier for it.
[00:30:08 -> 00:30:10]  It gets it evenly and thoroughly through the soil.
[00:30:10 -> 00:30:13]  And if there's a root in there, some mycorrhizae is going to make contact with it.
[00:30:14 -> 00:30:19]  With just a pure mycoproduct or something like that, powdering the roots is what you're going to want to do.
[00:30:19 -> 00:30:23]  Just because in that case, at least you know you're making contact with the roots.
[00:30:23 -> 00:30:28]  Like we were talking about PRO-MIX earlier where they have the PRO-MIX with mycorrhizae in there.
[00:30:28 -> 00:30:31]  There's not that much mycorrhizae in there to begin with.
[00:30:31 -> 00:30:41]  And just the odds are not stacked in your favor that a root is actually going to make contact with the one colony forming unit that's around in a pot once you've planted something in there.
[00:30:42 -> 00:30:53]  So yeah, I mean making sure that it gets contact with a root is definitely going to help it be more effective at infecting that root and being able to give you those beneficial effects of it.
[00:30:53 -> 00:30:58]  Now would you go so far as to say that you shouldn't water it in?
[00:30:59 -> 00:31:02]  No, I wouldn't go that far.
[00:31:02 -> 00:31:09]  I mean there's definitely times where like you're just not going to be able to pull out a plant and powder the roots with it.
[00:31:10 -> 00:31:16]  So yeah, I mean if you have a high enough CFU like what's in Recharge, you definitely can water it in.
[00:31:17 -> 00:31:21]  Although we really just have the mycorrhizae in there to be able to say like, yeah, it's in there too.
[00:31:21 -> 00:31:28]  We have that, but we're really proud of the consortia of the different bacillus and trichoderma that are in Recharge.
[00:31:28 -> 00:31:35]  Yeah, I'm really curious to know like for example, Gray White is one of those products that is known for mycorrhizae.
[00:31:35 -> 00:31:43]  I'm really curious to know like of that scoop of Gray White you're mixing into water and putting in there, what percentage is actually going to be hitting the roots?
[00:31:43 -> 00:31:44]  You know what I mean?
[00:31:44 -> 00:31:46]  I think that's probably an answer you don't have.
[00:31:46 -> 00:32:00]  Yeah, not one I have off the top of my head and just want to admit like I greatly respect Gray White and what they did started to bring like a premium microbe consortia out to the public and getting it out there.
[00:32:01 -> 00:32:05]  But a lot of innovation has gone on recently in microbiology.
[00:32:05 -> 00:32:09]  It's the biggest expanding field in agriculture and horticulture.
[00:32:10 -> 00:32:21]  It's just gonna, it's like the big next thing in agriculture where people are starting to realize that like just dumping fertilizer, especially in commercial agriculture out in fields and everything.
[00:32:21 -> 00:32:29]  That just dumping fertilizer on your land was killing off all the endogenous microorganisms that you had and making it really, really hard to garden there.
[00:32:29 -> 00:32:33]  Where it's more treating it like hydroponics at that point.
[00:32:33 -> 00:32:34]  The soil is just your media.
[00:32:34 -> 00:32:36]  It's completely dead and inert.
[00:32:37 -> 00:32:43]  But yeah, getting back to bringing the life into your soil is good.
[00:32:43 -> 00:32:50]  I mean, it helps everybody and just getting being more efficient at the fertilizer that you do use.
[00:32:51 -> 00:32:52]  It's pretty cool.
[00:32:52 -> 00:32:55]  I'm excited to be in this field.
[00:32:55 -> 00:32:58]  Kind of piggybacking off of what you just said.
[00:32:58 -> 00:33:00]  Synthetic fertilizers.
[00:33:00 -> 00:33:04]  Do they really kill off microbes or do the microbes feed off of some of them?
[00:33:04 -> 00:33:06]  Or what's your take on that?
[00:33:07 -> 00:33:08]  It like we were talking about earlier.
[00:33:08 -> 00:33:10]  It depends on what microbes you're using.
[00:33:10 -> 00:33:16]  If you're brewing up a compost tea with some like soil from the force that you've gone and collected.
[00:33:17 -> 00:33:23]  Yeah, the different chemical fertilizers and synthetic fertilizers are gonna kill some of your microbes.
[00:33:23 -> 00:33:28]  But if you're using ones that have been selected and bred for their virulency.
[00:33:28 -> 00:33:32]  And they're able to their ability to persist in those horticulture and agricultural systems.
[00:33:32 -> 00:33:38]  Like we as medicinal gardeners use they are they thrive in that situation.
[00:33:39 -> 00:33:44]  Where they are able to adsorb and hold on to nutrition act as a bioprotectant.
[00:33:44 -> 00:33:46]  They don't really care that the salts are around them.
[00:33:47 -> 00:33:52]  They've been selected to live in that environment and been be able to thrive there.
[00:33:52 -> 00:33:56]  So no, if you're using the right microbes, then no.
[00:33:56 -> 00:34:01]  There's no issue with using being in like a higher salinity environment using synthetics or anything like that.
[00:34:01 -> 00:34:04]  Now, how about pH up and pH down?
[00:34:04 -> 00:34:07]  I know there's a lot of people they'll get their water.
[00:34:07 -> 00:34:08]  They'll need to pH adjust their water.
[00:34:08 -> 00:34:12]  Maybe the original water that they have is coming in too high.
[00:34:12 -> 00:34:15]  For example, as sodium bicarbonate says high pH.
[00:34:15 -> 00:34:19]  So I needed to add in a couple drops of pH down which normal pH down.
[00:34:19 -> 00:34:22]  I believe most of them are phosphoric acid, right?
[00:34:22 -> 00:34:26]  And so they think that those couple drops all really takes us a couple drops to three drops.
[00:34:26 -> 00:34:30]  Maybe a milliliter to bring that down to the acceptable range.
[00:34:30 -> 00:34:35]  Now, there are people out there that use that phosphoric acid mix in get their water adjusted.
[00:34:36 -> 00:34:39]  But then when they water their plants like you're killing off microbes.
[00:34:40 -> 00:34:40]  What's your know?
[00:34:41 -> 00:34:48]  So once you actually dilute the pH up and pH down, it's not going to have any effect on the microbes.
[00:34:48 -> 00:34:52]  Like I was saying earlier, they're able to operate at a real wide range of pHs.
[00:34:53 -> 00:34:59]  And just a pretty good point to make the water when you're doing that is not their native environment.
[00:34:59 -> 00:35:07]  We want to get them out of the water and into the soil as soon as we possibly can to prevent selecting for a waterborne environment.
[00:35:07 -> 00:35:10]  These are root growth or root-borne microorganisms.
[00:35:10 -> 00:35:12]  They're meant to be in the root zone.
[00:35:12 -> 00:35:14]  We don't want to keep them in the water too long.
[00:35:14 -> 00:35:21]  It's just meant to be a really good even thorough carrier to get them all the way through the soil instead of just having like pockets of it here and there.
[00:35:21 -> 00:35:24]  Now, what about adding pH up and pH down directly?
[00:35:24 -> 00:35:25]  I know we're kind of getting off topic here.
[00:35:25 -> 00:35:28]  We're talking about microbes, but this kind of follows up here.
[00:35:28 -> 00:35:40]  So when you're adding pH up and pH down directly to a nutrient mix, I've heard that that's going to bind with some of those nutrients and potentially make them an unusable form.
[00:35:41 -> 00:35:44]  So it was recommended that you should be diluting down, right?
[00:35:44 -> 00:35:47]  Mixing your pH up and down in water first.
[00:35:47 -> 00:35:51]  So it bonds to that and then putting it into your nutrient solution.
[00:35:51 -> 00:35:53]  Is that a true story or is that not?
[00:35:53 -> 00:35:54]  True, true, true story.
[00:35:54 -> 00:36:10]  In general chemistry, that's going to be the way that you would want to do that just to where you're not adding concentrated acid or concentrated base to your solution that already has nutrients in it just because it is fairly easy for some chemical reactions to happen there.
[00:36:10 -> 00:36:17]  And you have some like fallout or precipitate is what it's called in chemistry where I don't know if you've ever mixed up.
[00:36:17 -> 00:36:25]  The main one people see is silica where they'll mix up their nutrients first and then put silica in and you just see it get all cloudy.
[00:36:25 -> 00:36:29]  And then there's like silicate at the bottom of your reservoir.
[00:36:29 -> 00:36:35]  And that's just where that silica can't go in a concentrated form, can't go in with anything else.
[00:36:35 -> 00:36:43]  It needs to get diluted first so that when you mix the other stuff in it's not in that high concentration that's going to cause a precipitate or anything like that.
[00:36:44 -> 00:36:47]  Most of the time with microbes when you're watering them in.
[00:36:48 -> 00:36:50]  You want to mix your nutrients how you normally do.
[00:36:50 -> 00:37:03]  So if you're mixing silica mix that first go ahead and mix up your A or B pH how you normally do and then go ahead and add the microbes in is like the last thing so that they're not experiencing a huge pH change or anything.
[00:37:04 -> 00:37:09]  When they get into the water they do raise the pH just as a function of their biology.
[00:37:09 -> 00:37:12]  Water is not their native environment like we were talking about.
[00:37:12 -> 00:37:16]  We want to get them in the soil as soon as they get in the soil which is their native environment.
[00:37:16 -> 00:37:24]  They start to make carbonic acid and carboxylic acid like there's a whole group of acids that they're able to make.
[00:37:24 -> 00:37:30]  And that's how they buffer and regulate the pH around themselves and where they inhabit the root zone.
[00:37:30 -> 00:37:38]  So it kind of makes it to where pH doesn't matter as much anymore because a much more natural system is taking care of that for you.
[00:37:38 -> 00:37:38]  Gotcha.
[00:37:39 -> 00:37:52]  I'm glad you confirm that dilute the pH up and pH down because I actually made a video on that and it has over 100,000 views and you know that's what I learned and I wanted to confirm it with people and you kind of confirm that one.
[00:37:52 -> 00:37:56]  So there was people in the comments section like no way this is bullshit useless blah blah blah blah blah.
[00:37:57 -> 00:38:14]  And just want to clarify too that you can still put pH up or pH down directly into your nutrient solution especially if it's being stirred the whole time because it's only going to be super concentrated as like the couple of seconds of that drop hits the water and then it gets diluted right away.
[00:38:14 -> 00:38:22]  And there's not really that much opportunity for like a precipitate to form or you start to change what's going on in that nutrient solution.
[00:38:22 -> 00:38:23]  So it's not detrimental.
[00:38:24 -> 00:38:25]  No not not super detrimental.
[00:38:25 -> 00:38:27]  The main one is silica.
[00:38:27 -> 00:38:32]  Mix your silica up with plain water first and then start mixing in your nutrients and everything.
[00:38:32 -> 00:38:33]  Gotcha.
[00:38:33 -> 00:38:33]  Okay.
[00:38:33 -> 00:38:34]  Let me go.
[00:38:34 -> 00:38:39]  Let's get back on the individual micros kind of off course a little bit but I think it's it all relates and it's really good information.
[00:38:39 -> 00:38:53]  So yeah this next one I'm going to have trouble pronouncing pan bacillus pan pan bacillus pan bacillus is just another one of like classification of different bacillus that are out there.
[00:38:54 -> 00:38:56]  And it acts like a root growth promoting rise of bacteria.
[00:38:57 -> 00:38:57]  They're in there.
[00:38:57 -> 00:39:17]  They make IAA into acetic acid some other root growth promotion enzymes and stuff and I think that they're able to elicit somewhat of a SARS response from the plant to where it kind of just gets it ready for if there was going to be some type of pathogen or bug coming around.
[00:39:17 -> 00:39:23]  It's just going to be better able to deal with those stresses and better able to trigger its immune response.
[00:39:23 -> 00:39:24]  Coming from them.
[00:39:24 -> 00:39:24]  Okay.
[00:39:25 -> 00:39:27]  How about pseudonymous?
[00:39:27 -> 00:39:36]  I pronounce that one right pseudomonas pseudomonas that's going to be one that lives much more like on plant surfaces.
[00:39:36 -> 00:39:48]  I'm pretty sure so that would be the one you'll see in like foliar microbial products a lot not one that I'm super familiar with that's something I need to do a little bit more research on myself.
[00:39:49 -> 00:39:53]  Okay, the last one I have on the list here is streptomyces.
[00:39:53 -> 00:39:54]  I get that one right?
[00:39:55 -> 00:39:56]  Streptomyces.
[00:39:59 -> 00:40:00]  I told you I was gonna be butchering names.
[00:40:01 -> 00:40:18]  The pseudomonas streptomyces like all are pretty much just like plant growth promoters make some substances that kind of outcompete pathogens that could be coming around and then can kind of help make the trigger the plant to start making its own.
[00:40:19 -> 00:40:25]  Like root growth promotion substances that it makes in their IAA, IBA other stuff like that.
[00:40:25 -> 00:40:33]  Okay, is there any other microbes that I didn't list off that you think we should cover or is that pretty much the most of it?
[00:40:34 -> 00:40:36]  I think we pretty much got most of it.
[00:40:37 -> 00:40:38]  Okay, cool.
[00:40:38 -> 00:40:46]  Now, how about I got a couple other things for you amino acids you touched on them a little bit earlier you mentioned that have to be in the L form.
[00:40:46 -> 00:40:48]  Is there anything else you could talk to us about amino acids?
[00:40:49 -> 00:40:50]  Oh, definitely.
[00:40:50 -> 00:40:53]  So L amino acids are necessary for all life.
[00:40:53 -> 00:40:56]  Not just plants like we need amino acids.
[00:40:56 -> 00:40:58]  Our body makes amino acids.
[00:40:58 -> 00:41:13]  They're like the building blocks for enzymes enzymes act as catalysts for chemical reactions where they make them like the soil has to exert less energy to get a chemical reaction to happen.
[00:41:13 -> 00:41:17]  So it's just kind of overall optimizing the entire system.
[00:41:17 -> 00:41:21]  It helps plants translocate nutrients better there.
[00:41:21 -> 00:41:38]  I mean, they're huge especially in when people in synthetics are trying to grow high bricks plants one of their like limiting factors and being able to get to like a higher bricks level which corresponds with a higher plant health and resistant to pathogens and bugs and everything.
[00:41:40 -> 00:41:44]  Like the the main thing that they're missing when they're trying to do that is having those amino acids.
[00:41:45 -> 00:41:55]  And amino acids aren't just like just singular things to they can be complexed with other things where it can help nitrogen get into the plant better.
[00:41:55 -> 00:41:59]  It can help just about anything get into the plant better.
[00:42:00 -> 00:42:04]  It's just one of the big things in like the newer.
[00:42:05 -> 00:42:14]  Trying to think bio fertilizers that are coming out that the use of those amino acids and using them for their intended purpose.
[00:42:14 -> 00:42:19]  For their intended purpose to help nutrients get into the plant and help the plant just overall optimize its metabolism.
[00:42:19 -> 00:42:26]  Better has helped a lot of people get to like another yield threshold in their garden or get over a certain yield limiting factor.
[00:42:26 -> 00:42:29]  Sometimes those L amino acids are going to be the limiting factor there.
[00:42:30 -> 00:42:32]  So like you mentioned amino acids has multiple uses one thing.
[00:42:32 -> 00:42:35]  I learned actually from Harley Smith shout out to him.
[00:42:35 -> 00:42:37]  I took his master grows course last year.
[00:42:39 -> 00:42:41]  Specifically for hydroponic growers.
[00:42:41 -> 00:42:43]  Now correct me if I'm wrong here, right?
[00:42:43 -> 00:42:50]  So hydroponic growers some of the calcium you'll get like like the ring around the calcium deposits.
[00:42:50 -> 00:42:58]  Basically, it's basically calcium carbonate is what it turns into if using hard water, for example, right?
[00:42:58 -> 00:43:07]  Yeah, that that calcium is bonding to like dissolve carbon dioxide in the water and making that calcium carbonate and a little trick to avoid.
[00:43:07 -> 00:43:13]  That is what he had mentioned is sprinkle a little bit of amino acids in that water and it will actually bind to the amino acid.
[00:43:13 -> 00:43:14]  We'll prevent that ring.
[00:43:14 -> 00:43:17]  Yeah, those rings from occurring which I thought was super interesting.
[00:43:17 -> 00:43:34]  That's what I was talking about with like amino complex nutrients where yeah, it makes it 100% just more bioavailable to the plant and prevents any type of lockout going on there just because it will have a much higher affinity to that calcium than the carbonate.
[00:43:34 -> 00:43:38]  It's a it's dissolved or the co2 that's dissolved into the water.
[00:43:38 -> 00:43:39]  Okay, gotcha.
[00:43:39 -> 00:43:43]  Another thing that I wanted to bring up is dextrose.
[00:43:43 -> 00:43:47]  So we kind of briefly talked about this before we started recording dextrose.
[00:43:47 -> 00:43:55]  It's something that I mean, I got a another micro product here is blue planet nutrients root magic rhizome mix and it says 20% dextrose.
[00:43:55 -> 00:43:57]  Can you explain to us what it is?
[00:43:58 -> 00:44:02]  So dextrose is just a type of sugar that's made by plants.
[00:44:03 -> 00:44:05]  I mean, that's what plants do.
[00:44:05 -> 00:44:16]  They photosynthesize sunlight co2 and water and turn that into carbohydrates and sugars for themselves to be able to use for energy to make the medicinal flowers that we like.
[00:44:16 -> 00:44:21]  So dextrose is one of those like sucrose fructose glucose.
[00:44:22 -> 00:44:24]  I mean, there's a whole range of sugars.
[00:44:24 -> 00:44:27]  I'm never going to be one to say more diversity in something is a bad thing.
[00:44:27 -> 00:44:34]  So like if you're trying to do the best you possibly can using a variety of sugar sources is not the worst idea in the world.
[00:44:34 -> 00:44:43]  But molasses it generally acts as like the one of the better food sources for microorganisms just where it is.
[00:44:43 -> 00:44:44]  It's a complete sugar.
[00:44:45 -> 00:44:51]  It has everything they need and yeah, I mean you can use like some people use honey.
[00:44:51 -> 00:45:04]  Some people use like high fructose corn syrup if they're crazy like there's lots of different options brown sugar brown sugar out there and the different types of sugars can actually bloom
[00:45:04 -> 00:45:09]  out different types of microbes will prefer different types of sugar sources.
[00:45:10 -> 00:45:24]  So yeah, you using a wide variety of you're trying to have the most diversity you possibly can or with something like recharge using the molasses is in there is meant for the the microbes that are in there as their food source molasses.
[00:45:24 -> 00:45:26]  Little only get a little bit deeper into that.
[00:45:26 -> 00:45:30]  I've been told that it shouldn't be used as a soul drench.
[00:45:30 -> 00:45:38]  At least there's some people out there that say there's research that backs that it shouldn't be used as a little drench because it and I'm speaking above my head a little bit here.
[00:45:38 -> 00:45:44]  It binds with something it clogs up the roots prevents nutrient uptake something on those lines.
[00:45:44 -> 00:45:49]  Are you familiar with that at all or it can if you use it in really really high concentrations.
[00:45:50 -> 00:45:57]  It can start to clog root pores and clog up root tips so that it's not able to absorb as much nutrition.
[00:45:57 -> 00:46:08]  You kind of run into the same thing with humic acids to you have to use a ton of them like a ton a ton of them, but it can start to clog root pores and stuff like that.
[00:46:08 -> 00:46:10]  Generally not a problem with people's gardens at all.
[00:46:10 -> 00:46:21]  Unless they're like I dumped the whole bottle of molasses into my watering can and like try and go water that in like then you might have an issue for using it at like a teaspoon per gallon or something like that.
[00:46:21 -> 00:46:22]  There shouldn't be an issue at all.
[00:46:22 -> 00:46:24]  I usually use a tablespoon per gallon.
[00:46:24 -> 00:46:27]  Tablespoon per gallon shouldn't be an issue at all either.
[00:46:27 -> 00:46:28]  All right guru.
[00:46:28 -> 00:46:30]  We have covered a lot.
[00:46:30 -> 00:46:32]  I have learned so much.
[00:46:32 -> 00:46:34]  I'm definitely watching this over and over again.
[00:46:34 -> 00:46:37]  Tell us how can the listeners find you and what do you have upcoming in the future?
[00:46:38 -> 00:46:45]  You can check me out on the dude grow show every Monday through Friday on YouTube or any of the podcast apps that you have.
[00:46:46 -> 00:46:52]  My own Instagram is Sean dot Crayer SCAN dot Krayer if you guys want to check me out there.
[00:46:53 -> 00:46:56]  I do pretty interesting person.
[00:46:56 -> 00:47:00]  I like to think I I'm pretty big into photography and fly fishing.
[00:47:00 -> 00:47:09]  I've got a couple dogs and stuff and just recently I've had a little hiatus from actually growing myself but getting back into that too.
[00:47:09 -> 00:47:17]  So I'll start be starting a YouTube channel soon and going to be posting content on there pretty regularly to let me know when you launch that YouTube channel.
[00:47:17 -> 00:47:20]  I'll link it down in the description section below in the meantime.
[00:47:20 -> 00:47:24]  I'll link the dude grow show down in the description section below and his Instagram.
[00:47:24 -> 00:47:27]  But let me know once you launch that channel because I'll add that in as well.
[00:47:28 -> 00:47:29]  So hundred percent.
[00:47:29 -> 00:47:29]  Thank you.
[00:47:29 -> 00:47:34]  Yeah, so folks can subscribe to you and I'm definitely looking forward to your videos there.
[00:47:34 -> 00:47:38]  You have extensive knowledge and microbes and other areas chemistry clearly.
[00:47:38 -> 00:47:43]  So I'm looking forward to subbing up to you there and seeing what you put out for content.
[00:47:43 -> 00:47:43]  It'll be cool.
[00:47:43 -> 00:47:49]  Yeah, I always have fun watching your content to you get some really good guests on there all the time.
[00:47:50 -> 00:47:50]  All right, everybody.
[00:47:50 -> 00:47:54]  If you enjoyed this video, please click that thumbs up button subscribe to the channel.
[00:47:54 -> 00:48:01]  If you haven't already if you're on Apple podcasts, please leave a rating and review trying to get past a hundred.
[00:48:01 -> 00:48:03]  I think we're there almost there.
[00:48:03 -> 00:48:10]  But thank you to everyone who takes the time to leave a rating and review on Apple podcasts share it share this video.
[00:48:10 -> 00:48:14]  If you found value in it, if you know somebody who would benefit from this information, please share it.
[00:48:14 -> 00:48:19]  I know there have been tons of people sharing it on Facebook groups reddit pages.
[00:48:19 -> 00:48:21]  Individually, so anyway, you can share it.
[00:48:21 -> 00:48:23]  It's greatly appreciated.
[00:48:23 -> 00:48:25]  It's going to help get more viewers here.
[00:48:25 -> 00:48:30]  It's going to help subscribers help with ranking be shown people's recommended so on and so forth.
[00:48:30 -> 00:48:34]  So again, thank you to everyone who decides to share this podcast.
[00:48:35 -> 00:48:36]  Well Guru, this has been awesome.
[00:48:36 -> 00:48:42]  I am so thankful that you decided to come on here and yeah, I will leave it at that.
[00:48:42 -> 00:48:44]  I'm super happy to be here man.
[00:48:44 -> 00:48:45]  It's been a great time.
[00:48:45 -> 00:48:46]  All right, man.
[00:48:46 -> 00:48:47]  Have a great day.
[00:48:47 -> 00:48:48]  You too.
[00:48:49 -> 00:48:50]  Thank you.
